ITEM_NAME, FACT, ID_CUST
''HARINA DOMEST 14OZ'',''78-20191204-9-137'',''702764''
''HARINA DOMEST 14OZ'',''20-20200304-5-93'',''740827''
''HARINA DOMEST 14OZ'',''20-20191228-4-83'',''740827''
''CHORIZ PUERC AH1LB'',''169-20200319-5-216'',''519849''
''CHORIZ PUERC AH1LB'',''108-20200305-17-89'',''985035''
''CHORIZ PUERC AH1LB'',''108-20200216-9-46'',''547897''
''CHORIZ PUERC AH1LB'',''169-20200220-6-262'',''519849''
''CHORIZ PUERC AH1LB'',''169-20191108-6-126'',''519849''
''CHORIZ PUERC AH1LB'',''108-20191016-12-46'',''547897''
''CHORIZOS FRESCO'',''50-20200315-5-53'',''419987''
''CHORIZOS FRESCO'',''108-20200206-12-79'',''985035''
''CHORIZOS FRESCO'',''50-20191201-7-272'',''419987''
''CHORIZOS FRESCO'',''50-20191103-9-141'',''419987''
''TORTILLA 10UN'',''78-20200120-11-197'',''702764''
''TORTILLA 10UN'',''78-20191215-11-99'',''702764''
''TORTILLA 10UN'',''78-20191024-7-12'',''702764''
''TORTILLA 10UN'',''78-20191016-8-51'',''702764''
''AZUCAR REFINADA'',''50-20191204-6-246'',''422110''
''AZUCAR REFINADA'',''50-20200107-1-356'',''422110''
''AZUCAR REFINADA'',''50-20191218-1-347'',''422110''
''AZUCAR REFINADA'',''50-20191230-4-228'',''422110''
''AZUCAR REFINADA'',''50-20191226-2-215'',''422110''
''Azucar SANTA RO'',''50-20200131-1-317'',''422110''
''Azucar SANTA RO'',''20-20191117-5-132'',''740827''
''JAMON DE POLLO'',''20-20200217-3-191'',''740827''
''JAMON DE POLLO'',''20-20200102-3-249'',''740827''
''DOMITILA QUESO'',''108-20200325-9-47'',''985035''
''DOMITILA QUESO'',''108-20200319-20-65'',''985035''
''DOMITILA QUESO'',''193-20200219-10-76'',''429188''
''DOMITILA QUESO'',''123-20200217-11-308'',''528218''
''DOMITILA QUESO'',''104-20191129-14-71'',''519849''
''DOMITILA QUESO'',''50-20200224-10-295'',''419987''
''DOMITILA QUESO'',''50-20191124-9-328'',''419987''
''Azucar DORADITA'',''50-20200330-2-74'',''422110''
''LENTEJAS'',''20-20191001-3-269'',''740827''
''POROTO KALI'',''20-20200122-3-168'',''740827''
''POROTO KALI'',''20-20191204-4-70'',''740827''
''AREPA CON QUES'',''90-20200210-4-409'',''413808''
''Arroz Especial A'',''290-20191107-7-229'',''413808''
''Arroz Especial A'',''50-20191026-10-389'',''419987''
''CRISAL SAL 2LB'',''106-20200320-5-149'',''1502878''
''CRISAL SAL 2LB'',''108-20191220-16-277'',''985035''
''DOS MARES SAL 1LB'',''50-20200206-1-489'',''425047''
''DOS MARES SAL 1LB'',''108-20191118-18-86'',''547897''
''CRISAL SAL 1LB'',''78-20200201-11-74'',''702764''
''CRISAL SAL 1LB'',''78-20200120-11-197'',''702764''
''CRISAL SAL 1LB'',''50-20191223-1-21'',''425047''
''DOMINO SAL 1LB'',''108-20200314-18-221'',''547897''
''DOMINO SAL 1LB'',''108-20191016-12-46'',''547897''
''DOMINO SAL 1LB'',''108-20200216-9-46'',''547897''
''XTRA SPAGHETTI'',''108-20200121-6-107'',''985035''
''XTRA GUANDU 15OZ'',''104-20200125-9-312'',''519849''
''XTRA GUANDU 15OZ'',''104-20191129-14-71'',''519849''
''XTRA GUANDU 15OZ'',''290-20191125-12-70'',''413808''
''3 Pack Leche Uht'',''78-20200324-7-4'',''702764''
''3 Pack Leche Uht'',''78-20200324-7-3'',''702764''
''3 Pack Leche Uht'',''104-20200215-5-450'',''519849''
''3 Pack Leche Uht'',''103-20200121-3-211'',''547897''
''3 Pack Leche Uht'',''104-20191225-1-312'',''519849''
''3 Pack Leche Uht'',''104-20191123-4-136'',''519849''
''3 Pack Leche Uht'',''104-20191005-7-317'',''519849''
''3 Pack Leche Uht'',''103-20191227-2-224'',''547897''
''Leche LA CHIRICANA'',''78-20191204-9-137'',''702764''
''Leche LA CHIRICANA'',''78-20200126-7-250'',''702764''
''Leche LA CHIRICANA'',''78-20200217-9-108'',''702764''
''Leche LA CHIRICANA'',''78-20200119-9-5'',''702764''
''Leche LA CHIRICANA'',''78-20191117-16-61'',''702764''
''Leche LA CHIRICANA'',''78-20191124-11-171'',''702764''
''Leche LA CHIRICANA'',''78-20200105-8-8'',''702764''
''Leche LA CHIRICANA'',''78-20191027-11-40'',''702764''
''Leche LA CHIRICANA'',''78-20191022-12-31'',''702764''
''Tuna Chunks/Vege'',''78-20200217-9-108'',''702764''
''CARTUCHO 5X10'',''20-20191104-3-139'',''740827''
''CUCHARAS SOPERAS'',''78-20200301-11-18'',''702764''
''FIAMBRERA DIVISION'',''78-20200321-7-13'',''702764''
''FIAMBRERA DIVISION'',''78-20200201-11-74'',''702764''
''FIAMBRERA DIVISION'',''78-20200217-9-108'',''702764''
''FIAMBRERA DIVISION'',''78-20200120-11-197'',''702764''
''FIAMBRERA DIVISION'',''78-20191211-8-96'',''702764''
''FIAMBRERA DIVISION'',''78-20191124-11-171'',''702764''
''FIAMBRERA DIVISION'',''78-20191215-11-99'',''702764''
''FIAMBRERA DIVISION'',''78-20191105-9-24'',''702764''
''BROCHA BV 2 CER'',''103-20200303-1-69'',''404777''
''Cloro XTRA Liq 1'',''20-20200122-3-168'',''740827''
''Cloro XTRA Liq 1'',''108-20200216-9-46'',''547897''
''Cloro XTRA Liq 1'',''20-20200217-3-191'',''740827''
''Cloro XTRA Liq 1'',''104-20200101-9-79'',''519849''
''Cloro XTRA Liq 1'',''20-20191129-4-190'',''740827''
''Cloro XTRA Liq 1'',''20-20200102-3-249'',''740827''
''Cloro XTRA Liq 1'',''20-20191016-3-266'',''740827''
''Sh HEAD SHOULDE'',''108-20191028-11-61'',''985035''
''Galleta GAMES'',''78-20200201-11-74'',''702764''
''Galleta GAMES'',''78-20200105-8-9'',''702764''
''Galleta GAMES'',''78-20191124-11-171'',''702764''
''ACOND 200ML'',''123-20200324-3-144'',''528218''
''SPAGUETTI 20/200'',''123-20200318-10-111'',''528218''
''SABA TAMPONES SUPE'',''20-20200110-4-203'',''740827''
''Toa Fem SABA'',''193-20200205-5-133'',''429188''
''Toa Fem SABA'',''50-20200127-1-516'',''429188''
''JABON ZOTE AZUL'',''108-20200305-17-89'',''985035''
''BAYGON  VERDE 200M'',''108-20191219-8-148'',''547897''
''CLORETS VALUPAK'',''90-20200308-5-136'',''414949''
''Gel de Cabello XT'',''123-20191017-10-129'',''528218''
''JAB. LIQUIDO BLUME'',''108-20200116-18-381'',''547897''
''ARIEL WTD 900GX20I'',''123-20200102-7-323'',''466902''
''PANTENE SH  HIDROC'',''54-20191202-7-200'',''413808''
''SS GLA POWER 50ML'',''108-20200216-9-46'',''547897''
''Suavitel Adios al'',''78-20191027-11-40'',''702764''
''Dulces Placeres 1.'',''20-20191219-4-136'',''740827''
''3 Pack PALMOLIVE'',''193-20200205-5-133'',''429188''
''Suaviz Flor Primav'',''78-20191027-11-40'',''702764''
''MAGGI BROCCOLI'',''123-20200102-7-323'',''466902''
''CONSOM CHK 330G'',''78-20191111-7-205'',''702764''
''Flan ROYAL 80G'',''108-20191219-8-148'',''547897''
''Bebida PolvoTANG'',''193-20200317-11-170'',''429188''
''Bebida PolvoTANG'',''108-20200305-17-89'',''985035''
''GILLETTE MAQUINA P'',''103-20200301-8-107'',''404777''
''P HIG DOBLE HOJA'',''90-20200210-4-409'',''413808''
''CHULETA ESPECIAL'',''123-20191004-10-213'',''528218''
''Azucar LA ESTREL'',''104-20191005-7-317'',''519849''
''Azucar LA ESTREL'',''20-20191104-3-139'',''740827''
''AGUARRAS 16OZ'',''44-20191221-5-433'',''414949''
''HUEVOS C MED DOC'',''123-20200214-12-199'',''528218''
''HUEVOS C MED DOC'',''123-20200203-8-261'',''528218''
''HUEVOS C MED DOC'',''106-20200121-7-30'',''1226904''
''HUEVOS C MED DOC'',''50-20191025-5-254'',''425047''
''Arroz/Primera VI'',''20-20191206-2-76'',''740827''
''SOL PERLA SAL 1LB'',''20-20200106-4-2'',''740827''
''SOL PERLA SAL 1LB'',''20-20191218-8-6'',''740827''
''SOL PERLA SAL 1LB'',''20-20191129-4-190'',''740827''
''SOL PERLA SAL 1LB'',''20-20191016-3-266'',''740827''
''Filete Caballa e/A'',''104-20200104-11-114'',''528218''
''CARTUCHO 6X12'',''169-20191026-2-288'',''519849''
''CUCHARAS PLASTICA'',''78-20200105-8-8'',''702764''
''BANDEJA DE ALUM.'',''20-20200108-6-114'',''740827''
''BANDEJA DE ALUM.'',''20-20191218-8-6'',''740827''
''SANITIZANTE SUPER'',''123-20200305-8-72'',''528218''
''CAFETERA 12 TAZAS'',''108-20200314-43-51'',''547897''
''OLD SPICE BARRA D'',''193-20191222-3-240'',''429188''
''Zucaritas KELLO'',''123-20200131-6-181'',''528218''
''Zucaritas KELLO'',''123-20200116-8-372'',''528218''
''Cereal Choco Krisp'',''123-20200223-12-173'',''1226904''
''SABA B NOCHE 12'',''20-20200110-4-203'',''740827''
''NESCAFE CAPP MO'',''78-20200201-11-74'',''702764''
''NESCAFE CAPP MO'',''78-20191007-7-42'',''702764''
''Elite ABSORMEX Ser'',''50-20191029-3-255'',''422110''
''Elite ABSORMEX Ser'',''50-20191211-3-265'',''422110''
''OB CEPILLO 3D WHI'',''169-20191130-2-268'',''519849''
''CREMA TRI AC BLANC'',''193-20200321-14-84'',''429188''
''Suavitel Compl  80'',''123-20191130-4-181'',''466902''
''3 Pack PALMOLIVE'',''123-20200201-12-41'',''466902''
''Fabuloso Navidad'',''108-20191205-20-260'',''985035''
''GALLE CLUB SOC26GR'',''78-20191027-11-40'',''702764''
''MAGGI SANCOCHO'',''20-20191203-3-98'',''740827''
''HEN MI SAZO DOY'',''78-20200210-8-52'',''702764''
''HEN MI SAZO DOY'',''78-20200304-7-265'',''702764''
''HEN MI SAZO DOY'',''54-20191202-7-200'',''413808''
''HEN MI SAZO DOY'',''78-20191105-9-24'',''702764''
''HEN MI SAZO DOY'',''78-20191013-12-28'',''702764''
''HEN MI SAZO DOY'',''78-20191003-7-55'',''702764''
''MAGG SAUC TOM'',''78-20191204-9-137'',''702764''
''MAGG SAUC TOM'',''78-20200126-7-250'',''702764''
''MAGG SAUC TOM'',''78-20191124-11-171'',''702764''
''MAGG SAUC TOM'',''78-20191027-11-40'',''702764''
''MAGG SAUC TOM'',''78-20191013-12-28'',''702764''
''SOPA DE POLLO'',''54-20191202-7-200'',''413808''
''GEL FRESA HYB'',''108-20200216-9-46'',''547897''
''CHOCOLIST SOBRE20G'',''123-20200225-8-497'',''528218''
''CHOCOLIST SOBRE20G'',''123-20200108-3-153'',''528218''
''CHOCOLIST SOBRE20G'',''123-20191118-8-385'',''528218''
''Chocolate Inst'',''104-20200128-3-58'',''528218''
''Chocolate Inst'',''123-20191004-10-213'',''528218''
''Cafe COLCAFE'',''78-20200301-11-18'',''702764''
''COLCAFE 190G 3 en'',''106-20191213-15-242'',''1502878''
''PALETTE CC 1/0 ES'',''78-20191117-16-61'',''702764''
''CUCHILLO DE CHEF'',''50-20200327-6-127'',''419987''
''CERO CREM CALEND'',''123-20200321-10-164'',''528218''
''TE HINDU Manzanill'',''123-20191120-10-159'',''528218''
''DON VITTORIO SPAGH'',''123-20191101-5-146'',''528218''
''ENVASE GALAXIA 3'',''50-20191026-10-389'',''419987''
''PAGHETTIS  BITUTE'',''50-20191006-10-452'',''419987''
''SALSA CHINA GOLD'',''20-20191129-4-190'',''740827''
''Aceit Soy TROVATTO'',''108-20200305-17-89'',''985035''
''Aceit Soy TROVATTO'',''193-20200317-11-170'',''429188''
''Aceit Soy TROVATTO'',''104-20191016-3-40'',''519849''
''Aceit Soy TROVATTO'',''44-20191007-5-412'',''414949''
''Aceit Soy TROVATTO'',''50-20191103-9-141'',''419987''
''Aceite NAVELLA 3Lt'',''20-20191228-4-83'',''740827''
''VALDIESO MERLOT'',''123-20200123-12-172'',''1226904''
''LIVEAN TORONJA RO'',''106-20200320-5-149'',''1502878''
''ZUKO GUAY PI?A35GR'',''108-20200301-16-229'',''547897''
''ZUKO GUAY PI?A35GR'',''78-20191014-8-91'',''702764''
''LA DO?A MAYO 200G'',''78-20191027-11-40'',''702764''
''LA DO?A MAYO 200G'',''78-20191016-8-51'',''702764''
''LA DO?A MAYO 200G'',''78-20191013-12-28'',''702764''
''Pasta/tomate PRI'',''20-20191220-7-57'',''740827''
''Pasta/tomate PRI'',''20-20200204-4-165'',''740827''
''Pasta/tomate PRI'',''78-20191024-7-12'',''702764''
''DO?A PIM BOLS14G'',''20-20191204-4-70'',''740827''
''DO?A PIM BOLS14G'',''20-20200106-4-2'',''740827''
''DO?A PIM BOLS14G'',''20-20191218-8-6'',''740827''
''DO?A PIM BOLS14G'',''20-20191001-3-269'',''740827''
''DO?A PIM BOLS14G'',''50-20191126-2-398'',''425047''
''LA DONA EL PARRILL'',''104-20191230-11-224'',''519849''
''HUEVO MED 1DOC'',''20-20200204-4-165'',''740827''
''HUEVO MED 1DOC'',''123-20200226-3-83'',''1226904''
''HUEVO MED 1DOC'',''20-20200217-3-191'',''740827''
''HUEVO MED 1DOC'',''20-20191228-4-83'',''740827''
''HUEVO JUMBO DOC'',''106-20200301-14-79'',''1502878''
''VAINILLA 16OZ'',''50-20200131-1-317'',''422110''
''VAINILLA 16OZ'',''50-20191021-1-403'',''422110''
''VAINILLA 16OZ'',''50-20191211-3-265'',''422110''
''GELHADA FLAN'',''104-20200322-6-54'',''519849''
''GELHADA FLAN'',''104-20191005-7-317'',''519849''
''CUCHARAS COLORES'',''123-20200314-9-26'',''528218''
''LA CONDESA 376G'',''104-20200322-6-54'',''519849''
''CAMELIA LENTEJA1LB'',''104-20200322-6-54'',''519849''
''FRIJOLES NEGROS C'',''44-20191014-5-87'',''414949''
''HARINA DOMEST 14OZ'',''20-20200326-6-35'',''740827''
''HARINA DOMEST 14OZ'',''20-20200217-3-191'',''740827''
''HARINA DOMEST 14OZ'',''20-20191218-8-6'',''740827''
''CHORIZ PUERC AH1LB'',''50-20200327-6-127'',''419987''
''CHORIZ PUERC AH1LB'',''20-20200316-7-120'',''740827''
''CHORIZ PUERC AH1LB'',''20-20191220-7-57'',''740827''
''CHORIZ PUERC AH1LB'',''169-20191126-2-431'',''519849''
''CHORIZ PUERC AH1LB'',''123-20200102-7-323'',''466902''
''CHORIZ PUERC AH1LB'',''108-20191118-18-86'',''547897''
''CHORIZOS FRESCO'',''50-20200307-9-201'',''419987''
''CHORIZOS FRESCO'',''50-20200302-6-155'',''419987''
''TORTILLA 10UN'',''78-20200324-7-3'',''702764''
''TORTILLA 10UN'',''78-20191204-9-137'',''702764''
''TORTILLA 10UN'',''78-20200126-7-250'',''702764''
''AZUCAR REFINADA'',''50-20200203-1-322'',''422110''
''Azucar SANTA RO'',''193-20200321-14-84'',''429188''
''Azucar SANTA RO'',''54-20200223-3-454'',''413808''
''DOMITILA QUESO'',''193-20200205-5-133'',''429188''
''DOMITILA QUESO'',''104-20191214-12-254'',''519849''
''DOMITILA QUESO'',''193-20191002-7-183'',''429188''
''DOMITILA QUESO'',''50-20191209-8-553'',''419987''
''DOMITILA QUESO'',''50-20191026-10-389'',''419987''
''DOMITILA QUESO'',''50-20191117-9-178'',''419987''
''DOMITILA QUESO'',''50-20191103-9-141'',''419987''
''DOMITILA QUESO'',''50-20191013-14-161'',''419987''
''LENTEJAS'',''20-20200122-3-168'',''740827''
''LENTEJAS'',''20-20200304-5-93'',''740827''
''LENTEJAS'',''20-20200204-4-165'',''740827''
''POROTO KALI'',''20-20200102-3-249'',''740827''
''HABAS'',''20-20200316-7-120'',''740827''
''TASTY BRIOCHE 600G'',''78-20191020-11-185'',''702764''
''EMPANA MAIZ POLLO'',''50-20191126-2-398'',''425047''
''BOLSAS BASURA23X30'',''20-20200304-5-93'',''740827''
''Arroz Especial A'',''78-20200308-6-30'',''702764''
''MUSLI NUGGETS 12OZ'',''123-20200326-10-163'',''528218''
''Huevos Claripack'',''108-20200206-12-79'',''985035''
''CRISAL SAL 2LB'',''50-20200220-2-300'',''425047''
''CRISAL SAL 2LB'',''50-20191008-4-16'',''422110''
''TOMATE PERITA SUE'',''108-20191028-11-61'',''985035''
''TOMATE PERITA SUE'',''193-20191222-3-240'',''429188''
''TOMATE PERITA SUE'',''78-20191016-8-51'',''702764''
''TOMATE PERITA SUE'',''20-20191223-5-230'',''740827''
''TOMATE PERITA SUE'',''78-20191002-9-48'',''702764''
''TOMATE PERITA SUE'',''20-20191218-8-6'',''740827''
''TOMATE PERITA SUE'',''50-20191124-9-328'',''419987''
''AJI DULCE'',''169-20200313-3-212'',''519849''
''AJI DULCE'',''104-20200316-10-76'',''519849''
''AJI DULCE'',''20-20200229-3-140'',''740827''
''AJI DULCE'',''290-20191107-7-229'',''413808''
''AJI DULCE'',''169-20191014-5-246'',''519849''
''AJI DULCE'',''108-20191118-18-86'',''547897''
''AJI DULCE'',''50-20191019-8-489'',''419987''
''AJI DULCE'',''20-20191203-3-98'',''740827''
''AJI DULCE'',''50-20191201-7-272'',''419987''
''AJI DULCE'',''50-20191124-9-328'',''419987''
''GUINEO DE EXPORTA'',''169-20200331-6-232'',''519849''
''GUINEO DE EXPORTA'',''193-20200205-5-133'',''429188''
''GUINEO DE EXPORTA'',''104-20191214-12-254'',''519849''
''GUINEO DE EXPORTA'',''123-20200209-10-159'',''528218''
''GUINEO DE EXPORTA'',''50-20200322-17-140'',''419987''
''GUINEO DE EXPORTA'',''108-20200116-18-381'',''547897''
''GUINEO DE EXPORTA'',''123-20200131-6-181'',''528218''
''GUINEO DE EXPORTA'',''123-20191124-10-333'',''528218''
''GUINEO DE EXPORTA'',''123-20191203-12-70'',''528218''
''GUINEO DE EXPORTA'',''123-20191114-11-150'',''528218''
''GUINEO DE EXPORTA'',''169-20191025-2-444'',''519849''
''GUINEO DE EXPORTA'',''169-20191113-6-113'',''519849''
''GUINEO DE EXPORTA'',''123-20191121-6-191'',''528218''
''GUINEO DE EXPORTA'',''104-20200110-11-64'',''519849''
''ZAPALLOS'',''20-20200304-5-93'',''740827''
''ZAPALLOS'',''123-20200208-14-93'',''1226904''
''ZAPALLOS'',''78-20200308-6-30'',''702764''
''ZAPALLOS'',''78-20191013-12-28'',''702764''
''ZAPALLOS'',''78-20191221-9-155'',''702764''
''LIMON NACIONAL'',''123-20200227-8-108'',''1226904''
''ZANAHORIA SUELTA'',''20-20200310-3-208'',''740827''
''ZANAHORIA SUELTA'',''123-20200305-8-72'',''528218''
''ZANAHORIA SUELTA'',''108-20191219-8-148'',''547897''
''ZANAHORIA SUELTA'',''50-20200322-17-140'',''419987''
''ZANAHORIA SUELTA'',''78-20200210-8-52'',''702764''
''ZANAHORIA SUELTA'',''50-20200224-10-295'',''419987''
''ZANAHORIA SUELTA'',''50-20191223-1-21'',''425047''
''ZANAHORIA SUELTA'',''20-20191218-8-6'',''740827''
''ZANAHORIA SUELTA'',''20-20191101-3-210'',''740827''
''ZANAHORIA SUELTA'',''50-20191126-2-398'',''425047''
''ZANAHORIA SUELTA'',''20-20191016-3-266'',''740827''
''APIO DE 24 A 30 KG'',''78-20200201-11-74'',''702764''
''APIO DE 24 A 30 KG'',''104-20200125-9-312'',''519849''
''PAPAS LAVADAS SUEL'',''123-20200227-8-108'',''1226904''
''PAPAS LAVADAS SUEL'',''123-20191028-11-57'',''528218''
''PAPAS LAVADAS SUEL'',''31-20191103-4-180'',''985035''
''AJI CHOMBO'',''123-20200208-14-93'',''1226904''
''Naranja de jugo Na'',''50-20191110-8-385'',''419987''
''LIMON PERSA'',''250-20200311-12-425'',''1183350''
''PLATANO TIPO EXPOR'',''169-20200319-5-216'',''519849''
''PLATANO TIPO EXPOR'',''108-20200216-9-46'',''547897''
''PLATANO TIPO EXPOR'',''78-20200112-11-63'',''702764''
''PLATANO TIPO EXPOR'',''169-20191106-3-212'',''519849''
''PLATANO TIPO EXPOR'',''108-20191002-9-106'',''547897''
''TOCINO AHUMADO'',''123-20200312-12-140'',''466902''
''MANZANA ROJA'',''193-20200205-5-133'',''429188''
''MANZANA ROJA'',''106-20200320-5-149'',''1502878''
''MANZANA ROJA'',''123-20191111-6-40'',''528218''
''MANZANA ROJA'',''104-20191230-11-223'',''519849''
''MANZANA ROJA'',''103-20191226-1-39'',''404777''
''MANZANA ROJA'',''78-20191027-11-40'',''702764''
''MANZANA ROJA'',''50-20191201-7-272'',''419987''
''MANZANA ROJA'',''50-20191117-9-178'',''419987''
''PERA / MANZANA'',''20-20191218-8-6'',''740827''
''CHEESE AMERI/15G'',''108-20200319-20-65'',''985035''
''Pavo PRESTAG FAR'',''193-20191222-3-240'',''429188''
''APIO COSECH DE MI'',''20-20200304-5-93'',''740827''
''Pan Viril'',''78-20200321-7-13'',''702764''
''Pan Viril'',''123-20200227-8-108'',''1226904''
''Pan Viril'',''78-20200217-9-108'',''702764''
''Pan Viril'',''106-20200123-6-9'',''1226904''
''Pan Viril'',''123-20191111-6-40'',''528218''
''Pan Viril'',''123-20191114-11-150'',''528218''
''CILANTRO'',''193-20191002-7-183'',''429188''
''AJI JALAPENO'',''78-20191211-8-96'',''702764''
''AJI JALAPENO'',''78-20191117-16-61'',''702764''
''VAINILLA CON CA'',''106-20200301-14-79'',''1502878''
''ADAPTER HEMBRA PLA'',''123-20200314-9-26'',''528218''
''REFILL WIPES SOFT'',''123-20191124-10-333'',''528218''
''REFILL WIPES SOFT'',''123-20191202-10-303'',''528218''
''REFILL WIPES SOFT'',''123-20191109-14-84'',''528218''
''Pap ECOFROST cort'',''20-20200102-3-249'',''740827''
''JAM POLLO TULIP 20'',''78-20191201-17-19'',''702764''
''JAM POLLO TULIP 20'',''50-20191025-5-254'',''425047''
''ESMALTE ORANGE'',''123-20200229-3-57'',''466902''
''SUNRISE VEGETALES'',''20-20200106-4-2'',''740827''
''FUNNY BABY SHAMPO'',''123-20200321-10-164'',''528218''
''FUNNY BABY SHAMPO'',''123-20200131-6-181'',''528218''
''DELINEADOR DE LAB'',''290-20191204-9-10'',''413808''
''LATA BEBIDA ENERGI'',''108-20200325-9-47'',''985035''
''LATA BEBIDA ENERGI'',''108-20200206-12-79'',''985035''
''Ketch NATURAS 700g'',''108-20191220-16-277'',''985035''
''TOSTY TRONADIT'',''108-20191223-2-303'',''547897''
''MEGA BOLITA DE'',''108-20200131-4-328'',''985035''
''8PACK SURTIDO SNAC'',''20-20200106-4-2'',''740827''
''LECHE ENTE 35'',''106-20200301-14-79'',''1502878''
''DELIGURT ARANDA'',''123-20191101-5-146'',''528218''
''YOGURT LIQUIDO'',''169-20191027-2-421'',''519849''
''YOGURT LIQUIDO'',''169-20191011-2-349'',''519849''
''NATILLA LA GRANJA'',''50-20191108-2-198'',''425047''
''Jugo Del Valle F'',''123-20191112-3-449'',''528218''
''PH SCOTT RINDEM 6R'',''193-20200205-5-133'',''429188''
''Mani RUMBA 80G Sal'',''108-20200207-4-88'',''547897''
''CUP CAKE DE VAINI'',''106-20200301-14-79'',''1502878''
''PAN ARTESANAL BIM'',''50-20200307-9-201'',''419987''
''PAN BIMBO EXT GRAN'',''108-20200319-20-65'',''985035''
''PAN BIMBO EXT GRAN'',''108-20191220-16-277'',''985035''
''COLONIA PULGUICID'',''193-20200219-10-76'',''429188''
''Galleta POZUELO'',''50-20200306-2-206'',''422110''
''Jugo CIFRUT 3.03L'',''54-20200223-3-454'',''413808''
''Soda AJE BIG 3.03L'',''108-20200301-16-229'',''547897''
''Papel Aluminio 25'',''78-20191117-16-61'',''702764''
''SACAPUNTA DOBLE'',''123-20200216-10-151'',''1226904''
''CAFE TRADIC DOC'',''20-20200204-4-165'',''740827''
''CAFE TRADIC DOC'',''50-20200314-2-310'',''2193''
''CAFE TRADIC DOC'',''123-20200118-12-67'',''466902''
''CAFE TRADIC DOC'',''50-20200219-1-382'',''422110''
''CAFE TRADIC DOC'',''123-20200312-12-140'',''466902''
''CAFE TRADIC DOC'',''104-20191105-4-455'',''519849''
''CAFE TRADIC DOC'',''20-20191001-3-269'',''740827''
''CAFE TRADIC DOC'',''20-20191117-5-132'',''740827''
''DOCENA CAFE DUR'',''78-20200313-9-156'',''702764''
''DOCENA CAFE DUR'',''78-20200301-11-18'',''702764''
''DOCENA CAFE DUR'',''78-20200217-9-108'',''702764''
''DOCENA CAFE DUR'',''78-20200112-11-63'',''702764''
''DOCENA CAFE DUR'',''78-20191124-11-171'',''702764''
''CAFE TRADIC 212G'',''104-20200125-9-312'',''519849''
''DURAN TE 24UN'',''104-20191123-4-136'',''519849''
''Clavito de olor'',''193-20191222-3-240'',''429188''
''Ablandador LA DO'',''104-20191105-4-455'',''519849''
''KETCHUP PRIM 390GR'',''123-20200321-10-164'',''528218''
''NESTUM PR AV 200GR'',''193-20200321-14-84'',''429188''
''MAGGI SANCOCHO'',''108-20200314-18-221'',''547897''
''MAGGI SANCOCHO'',''108-20191118-18-86'',''547897''
''HEN MI SAZO DOY'',''78-20200120-11-197'',''702764''
''HEN MI SAZO DOY'',''78-20200201-11-74'',''702764''
''MAGG SAUC TOM'',''78-20200304-7-265'',''702764''
''MAGG SAUC TOM'',''78-20191221-9-155'',''702764''
''MAGG SAUC TOM'',''78-20191003-7-55'',''702764''
''SOPA DE POLLO'',''108-20200325-9-47'',''985035''
''SOPA DE POLLO'',''103-20200301-8-107'',''404777''
''SOPA DE POLLO'',''123-20200102-7-323'',''466902''
''SOPA DE POLLO'',''78-20200201-11-74'',''702764''
''SOPA DE POLLO'',''108-20191125-18-438'',''985035''
''CLIGHT FRESA BI-PO'',''106-20200320-5-149'',''1502878''
''COCOA DULCE 100GR'',''108-20191118-18-86'',''547897''
''CHOCOLIST SOBRE20G'',''123-20200116-8-372'',''528218''
''CHOCOLIST SOBRE20G'',''123-20191122-8-192'',''528218''
''CHOCOLIST SOBRE20G'',''123-20191210-12-135'',''528218''
''P HIG DOBLE HOJA 2'',''193-20200317-11-170'',''429188''
''CAREFREE DESOD 15U'',''123-20191110-3-342'',''466902''
''JABON CREMOSO HUME'',''50-20200301-11-427'',''626477''
''COLCAFE CAPPUCH'',''123-20200312-12-140'',''466902''
''YODORA POTE 60GR'',''104-20191106-1-504'',''519849''
''ALGODON ZIG ZAG X'',''290-20191204-9-10'',''413808''
''ALGODON ZIG ZAG X'',''20-20200304-5-93'',''740827''
''Papel toalla XTRA'',''20-20191216-9-30'',''740827''
''CERO CREM CALEND'',''123-20191125-10-272'',''528218''
''BLANCOX ROPA COLO'',''50-20200118-1-387'',''422110''
''PANELA RASPADURA'',''290-20191119-9-118'',''413808''
''PANELA RASPADURA'',''108-20200314-18-221'',''547897''
''DON VITTORIO SPAGH'',''50-20200322-17-140'',''419987''
''DON VITTORIO SPAGH'',''123-20200112-7-328'',''528218''
''XTRA CODITOS 454GR'',''108-20191205-20-260'',''985035''
''Aceit Soy TROVATTO'',''108-20191118-18-86'',''547897''
''Nutricion Oleo DOV'',''123-20200229-3-57'',''466902''
''PAPAS SUPER CR 600'',''123-20191118-8-385'',''528218''
''AZUCAR REFINADA'',''50-20191015-2-280'',''422110''
''Azucar SANTA RO'',''108-20200319-20-65'',''985035''
''MORTADELA 1/2 L'',''108-20200325-9-47'',''985035''
''TORT DE MAIZ SAB A'',''108-20200331-6-125'',''547897''
''DOMITILA QUESO'',''193-20200317-11-170'',''429188''
''DOMITILA QUESO'',''50-20200302-1-556'',''425047''
''DOMITILA QUESO'',''104-20191005-7-317'',''519849''
''DOMITILA QUESO'',''50-20191019-8-489'',''419987''
''DOMITILA QUESO'',''50-20191006-10-452'',''419987''
''LENTEJAS'',''20-20191204-4-70'',''740827''
''LENTEJAS'',''20-20191101-3-210'',''740827''
