ITEM_NAME, FACT, ID_CUST
''ARROZ ESPECIAL DI'',''123-20200215-3-63'',''466902''
''SPAGETTI'',''50-20191117-45-436'',''419987''
''SPAGETTI'',''50-20191027-45-457'',''419987''
''PLATO PLASTIC NUM6'',''20-20191216-9-29'',''740827''
''VASOS SET 10 OZ'',''20-20191203-3-98'',''740827''
''RASPADURA'',''193-20191002-7-183'',''429188''
''SOMBRERO DE ADUL'',''103-20200301-8-108'',''404777''
''COCA COLA 1.5LT'',''123-20200314-10-369'',''1226904''
''OF ROS V15/4 100GR'',''20-20200204-4-165'',''740827''
''OF ROS V15/4 100GR'',''20-20191204-4-70'',''740827''
''OF ROS V15/4 100GR'',''20-20200217-3-191'',''740827''
''BONGUR MELOC800ML'',''90-20200211-10-563'',''413808''
''BONGURT FRESA 8OZ'',''108-20200325-9-47'',''985035''
''BONGURT FRESA 8OZ'',''123-20200324-3-144'',''528218''
''BONGURT FRESA 8OZ'',''123-20200206-12-117'',''528218''
''BONGURT FRESA 8OZ'',''123-20191111-6-40'',''528218''
''BONGURT FRESA 8OZ'',''123-20191101-5-146'',''528218''
''BONGURT FRESA 8OZ'',''104-20191129-14-71'',''519849''
''BONGURT FRESA 8OZ'',''123-20191106-3-88'',''528218''
''BONLAC UVA 8OZ'',''123-20200324-3-144'',''528218''
''BONLAC UVA 8OZ'',''123-20191106-3-88'',''528218''
''CREMA LAVAPLATOS S'',''108-20200305-17-89'',''985035''
''SPUM CREMA VERDE'',''20-20200204-4-165'',''740827''
''SPUM CREMA VERDE'',''20-20200316-7-120'',''740827''
''SPUM CREMA VERDE'',''20-20200217-3-191'',''740827''
''SPUM CREMA VERDE'',''20-20191117-5-132'',''740827''
''GOMA MASCAR JUI'',''104-20200101-9-79'',''519849''
''PETIT NECTARES'',''50-20191120-2-98'',''425047''
''MULTI CLEANER BANO'',''193-20200316-14-47'',''429188''
''REFIL LAVANDA 800M'',''104-20191230-11-224'',''519849''
''CRUNCH CHOC B 44GR'',''20-20200122-3-168'',''740827''
''CRUNCH CHOC B 44GR'',''108-20191205-20-260'',''985035''
''Snack Puff Crunchy'',''123-20200112-7-328'',''528218''
''CHUBBY PURPLE POWE'',''123-20200127-10-197'',''528218''
''GATORADE FRUIT PUN'',''78-20191013-12-28'',''702764''
''GATORADE FRUIT PUN'',''78-20191002-9-48'',''702764''
''GATORADE FRUIT PUN'',''78-20191007-7-42'',''702764''
''CARTA VIEJA 1LT'',''50-20191202-6-261'',''739731''
''PASC SAND VAIN DOC'',''78-20191002-9-48'',''702764''
''PASCUAL CRISPDOC'',''78-20191027-11-40'',''702764''
''PASCUAL CRISPDOC'',''78-20191013-12-28'',''702764''
''PASC MARIA 25GR'',''123-20200217-11-308'',''528218''
''PASC MARIA 25GR'',''123-20191221-6-117'',''528218''
''Beb Energ MONSTER'',''108-20200319-20-65'',''985035''
''FETA MEDITRAN HE'',''106-20200320-5-149'',''1502878''
''BOONES DAIQ 750ML'',''108-20191016-12-47'',''547897''
''PULLMAN CALID 535G'',''108-20200305-17-89'',''985035''
''PULLMAN CALID 535G'',''108-20191205-20-260'',''985035''
''PULLMAN CALID 535G'',''78-20191117-16-61'',''702764''
''LIL DUTCH CHIP 5OZ'',''123-20200215-12-38'',''528218''
''SALS EST PANA113G'',''54-20191202-7-200'',''413808''
''SOP CRIO GALL CARA'',''123-20200229-11-155'',''528218''
''MAGGI CALD/COSTI'',''193-20200219-10-76'',''429188''
''KLIM STANDARD 390G'',''250-20200311-12-425'',''1183350''
''Leche Condensada'',''123-20200224-4-131'',''466902''
''Leche Condensada'',''50-20191026-3-445'',''422110''
''MAGGI CUBITO AJO C'',''50-20191124-9-328'',''419987''
''CALDO D/POLLO'',''169-20200305-5-242'',''519849''
''CALDO D/POLLO'',''169-20200312-2-579'',''519849''
''CALDO D/POLLO'',''169-20191202-4-119'',''519849''
''CALDO D/POLLO'',''104-20191120-14-7'',''519849''
''CALDO D/POLLO'',''78-20191215-11-99'',''702764''
''CREMA ESPARRAGO 1'',''193-20191002-7-183'',''429188''
''Ketchup MAGGI 397G'',''78-20200217-9-108'',''702764''
''Ketchup MAGGI 397G'',''50-20200110-2-241'',''422110''
''M PASTA TOMAT 8OZ'',''123-20191110-3-342'',''466902''
''M PASTA TOMAT 8OZ'',''104-20191129-14-71'',''519849''
''LECH ENT FRESC 3.5'',''123-20191221-6-117'',''528218''
''LECH ENT FRESC 3.5'',''123-20191018-7-128'',''528218''
''NECTAR PERA ALUMI'',''78-20200304-7-265'',''702764''
''NECTAR PERA ALUMI'',''78-20200130-6-40'',''702764''
''NECTAR PERA ALUMI'',''78-20191101-14-7'',''702764''
''NECTAR PERA ALUMI'',''78-20191002-9-48'',''702764''
''CRUSH 600ML'',''123-20200318-10-111'',''528218''
''CERVEZA LATA AT'',''104-20200215-5-450'',''519849''
''AXION LIMON 425G'',''123-20191111-6-40'',''528218''
''CAMARON ROJO IQ'',''123-20200208-14-93'',''1226904''
''BASTONES DE CANGRE'',''123-20200208-14-93'',''1226904''
''MUSLO /ENCUENTRO'',''104-20191109-3-289'',''519849''
''TINTES PARA EL'',''20-20191016-3-266'',''740827''
''RICAVENA AVENA320G'',''193-20191002-7-183'',''429188''
''ROMA CANELON 18/25'',''106-20200320-5-149'',''1502878''
''HARINA PREFER 24OZ'',''20-20200122-3-168'',''740827''
''NEV LECH AVE 12OZ'',''123-20200222-10-230'',''528218''
''NEV LECH AVE 12OZ'',''123-20191124-10-333'',''528218''
''NEV LECH AVE 12OZ'',''123-20191002-14-186'',''528218''
''NEV LECH AVE 12OZ'',''78-20191124-11-171'',''702764''
''IREX CLORO 450ML'',''78-20200313-9-156'',''702764''
''IREX CLORO 450ML'',''78-20200120-11-197'',''702764''
''IREX CLORO 450ML'',''78-20191124-11-171'',''702764''
''IREX CLORO 450ML'',''78-20191221-9-155'',''702764''
''IREX CLORO 450ML'',''78-20191002-9-48'',''702764''
''COL/AG PACK KI/FRU'',''106-20200301-14-79'',''1502878''
''SAL ORIG MED 90'',''90-20200228-4-550'',''414949''
''GM PARTY GLOBOS'',''123-20200314-9-26'',''528218''
''SNACKITOS ICE POP'',''108-20200121-6-107'',''985035''
''PEGAMAXX TRAMPA PE'',''169-20191125-4-201'',''519849''
''ACEITE VEGETAL'',''104-20200104-11-114'',''528218''
''DONUT SENCILLA'',''50-20191117-43-634'',''419987''
''CHICHA DE 12 ON'',''108-20200121-39-53'',''985035''
''CHICHA DE 12 ON'',''169-20191014-13-118'',''519849''
''PORCION D/ARROZ'',''90-20200218-29-305'',''413808''
''GALLETA CACHETE'',''78-20200126-7-250'',''702764''
''EMPANADA DE ASAR'',''108-20200128-39-41'',''547897''
''ENCHILAD CARN'',''20-20191223-17-425'',''740827''
''CORTE DE PALETA ES'',''104-20191230-11-224'',''519849''
''FILETE DE RES DELI'',''106-20200320-5-149'',''1502878''
''JARRETE S/HUESO'',''123-20200301-3-233'',''528218''
''JARRETE S/HUESO'',''108-20200131-11-10'',''547897''
''MONDONGO'',''108-20200331-6-125'',''547897''
''MONDONGO'',''78-20191027-11-40'',''702764''
''CODILLO FRESCO'',''104-20200125-9-312'',''519849''
''COSTILLA DE CERDO'',''169-20191218-2-379'',''519849''
''PUERCO LISO'',''50-20191010-1-143'',''425047''
''CARNE MOLIDA BAJA'',''106-20200320-5-149'',''1502878''
''CARNE MOLIDA BAJA'',''123-20200227-8-108'',''1226904''
''CARNE MOLIDA BAJA'',''104-20200215-5-450'',''519849''
''CARNE MOLIDA BAJA'',''108-20191231-13-252'',''547897''
''CARNE MOLIDA BAJA'',''20-20191228-4-83'',''740827''
''JAMON COCIDO 4X4'',''123-20200208-14-93'',''1226904''
''JAMON COCIDO 4X4'',''78-20200112-11-63'',''702764''
''MORTADELA'',''104-20191123-4-136'',''519849''
''MORTADELA'',''104-20191230-11-224'',''519849''
''QUESO CABRA SCHEIB'',''78-20200120-11-197'',''702764''
''TOMATE PERITA SUE'',''20-20200304-5-93'',''740827''
''TOMATE PERITA SUE'',''78-20200126-7-250'',''702764''
''TOMATE PERITA SUE'',''123-20200208-14-93'',''1226904''
''TOMATE PERITA SUE'',''78-20200308-6-30'',''702764''
''TOMATE PERITA SUE'',''108-20200116-18-381'',''547897''
''ARROZ ESPEC EXT 5L'',''50-20200327-2-69'',''422110''
''ARROZ ESPEC EXT 5L'',''104-20191214-12-254'',''519849''
''ARROZ ESPEC EXT 5L'',''78-20200301-11-18'',''702764''
''ARROZ ESPEC EXT 5L'',''104-20200101-9-79'',''519849''
''ARROZ ESPEC EXT 5L'',''169-20200224-5-317'',''519849''
''ARROZ ESPEC EXT 5L'',''104-20191207-4-338'',''519849''
''ARROZ ESPEC EXT 5L'',''78-20200112-11-63'',''702764''
''ARROZ ESPEC EXT 5L'',''104-20191105-4-455'',''519849''
''ARROZ ESPEC EXT 5L'',''78-20191117-16-61'',''702764''
''ARROZ ESPEC EXT 5L'',''78-20191016-8-51'',''702764''
''POROTOS ROJO MONTE'',''108-20200319-20-65'',''985035''
''POROTOS ROJO MONTE'',''50-20200307-9-201'',''419987''
''POROTOS ROJO MONTE'',''108-20191125-18-438'',''985035''
''ARROZ ESPECIAL GRA'',''50-20191106-1-365'',''422110''
''ARROZ ESP EXT 25/2'',''50-20200322-17-140'',''419987''
''ARROZ ESP EXT 25/2'',''78-20191013-12-28'',''702764''
''ARROZ DE 1RA DAISY'',''50-20191209-2-324'',''425047''
''ARROZ DE 1RA SWEET'',''50-20200130-2-263'',''422110''
''PATITA COMPLETA'',''50-20191022-45-278'',''429188''
''CHICHA CHICA'',''50-20191110-45-425'',''419987''
''ARROZ BLANCO'',''50-20200224-45-214'',''419987''
''ARROZ BLANCO'',''50-20191117-45-436'',''419987''
''Mini/Oreja 12 uni'',''78-20200210-8-52'',''702764''
''Mini/Oreja 12 uni'',''78-20191013-12-28'',''702764''
''tamarindo cosecha'',''50-20191021-1-403'',''422110''
''tamarindo cosecha'',''50-20191106-1-365'',''422110''
''tamarindo cosecha'',''50-20191008-4-16'',''422110''
''Cerveza MODELO 355'',''20-20200108-6-114'',''740827''
''POLAR GINGER  1.5L'',''20-20191001-3-269'',''740827''
''VITAMALT PLUS'',''169-20191216-1-169'',''519849''
''AQUAFINA 1 LITRO'',''390-20200223-3-456'',''547897''
''BEBIDA DE MELOCOT'',''123-20200208-14-93'',''1226904''
''BONGURT MELOCOT'',''193-20200205-5-133'',''429188''
''SALSA PICANTE ARO'',''108-20200301-16-229'',''547897''
''SALSA PICANTE ARO'',''108-20200128-6-121'',''547897''
''MARGARINA REGUL1LB'',''123-20200306-8-452'',''1226904''
''CREMA LAVAPLATOS S'',''50-20200327-6-127'',''419987''
''CREMA LAVAPLATOS S'',''78-20200201-11-74'',''702764''
''SIP LIQ LAVAPLATOS'',''108-20200131-11-11'',''547897''
''RENUZIT ADJUSTA'',''123-20191110-3-342'',''466902''
''PET/JUGAZ/SIX PAC'',''108-20200206-12-79'',''985035''
''ARTESANO BEBID'',''20-20200229-3-140'',''740827''
''ARTESANO BEBID'',''20-20200102-3-249'',''740827''
''BLUE BONNET SOFT'',''193-20200317-11-170'',''429188''
''BLUE BONNET SOFT'',''193-20200316-14-47'',''429188''
''WESSON CANOLA 48OZ'',''123-20191110-3-342'',''466902''
''Snack Lays'',''31-20191103-4-180'',''985035''
''VINAGRE COUNTRY BE'',''20-20191101-3-210'',''740827''
''CB MOSTAZA 32OZ'',''50-20191209-2-324'',''425047''
''CO.BARN CAKE DEVI'',''103-20200122-1-326'',''547897''
''COCONUT MILK'',''123-20200321-10-164'',''528218''
''GATORADE UVA 24/60'',''78-20191027-11-40'',''702764''
''GATORADE UVA 24/60'',''78-20191002-9-48'',''702764''
''GATORADE UVA 24/60'',''78-20191013-12-28'',''702764''
''GATORADE UVA 24/60'',''50-20191005-10-443'',''425047''
''Snack PRINGL 40G M'',''31-20191103-4-180'',''985035''
''PRINGLES 21G Sco 1'',''108-20200314-18-221'',''547897''
''CHEESE PUFFS 10/2'',''123-20200314-9-26'',''528218''
''MARUCHAN INSTANT L'',''193-20191002-7-183'',''429188''
''MARUCHAN CUPPOL64G'',''78-20200324-7-4'',''702764''
''MARUCHAN CUPPOL64G'',''78-20191204-9-137'',''702764''
''MARUCHAN CUPPOL64G'',''193-20191002-7-183'',''429188''
''MARUCHAN CUPPOL64G'',''31-20191103-4-180'',''985035''
''MARUCH CARNE 64GR'',''108-20200305-17-89'',''985035''
''MARUCH CARNE 64GR'',''78-20200321-7-13'',''702764''
''MARUCH CARNE 64GR'',''78-20191204-9-137'',''702764''
''MARUCH CAMARON64GR'',''108-20200325-9-47'',''985035''
''MARUCH CAMARON64GR'',''78-20191204-9-137'',''702764''
''MARUCH CAMARON64GR'',''78-20191027-11-40'',''702764''
''SOPA MARUCH. RAMEN'',''104-20200104-11-114'',''528218''
''SOPA MARUCH. RAMEN'',''123-20191017-10-129'',''528218''
''SOPA MARUCH. RAMEN'',''123-20191118-8-385'',''528218''
''SOPA MARUCH. RAMEN'',''123-20191106-3-88'',''528218''
''SOPA MARUCH. RAMEN'',''123-20191026-7-206'',''528218''
''SOPA MARUCH. RAMEN'',''123-20191004-10-213'',''528218''
''MARUCHAN RAME RES'',''108-20191016-12-46'',''547897''
''MARUCHAN RAME RES'',''123-20200217-11-308'',''528218''
''MARUCHAN RAME RES'',''123-20191221-6-117'',''528218''
''MARUCHAN RAME RES'',''123-20191008-7-323'',''528218''
''MARUCHAN RAME RES'',''108-20191002-9-106'',''547897''
''OLD EL PASO THI'',''106-20200320-5-149'',''1502878''
''PASCUAL SODA DOC'',''169-20200310-3-314'',''519849''
''CHICHARRON PICANTE'',''104-20200215-5-450'',''519849''
''CHICHARRON PICANTE'',''104-20191006-3-259'',''519849''
''CHICHARRON PICANTE'',''104-20191107-6-328'',''519849''
''PLATANITOS VERDE'',''123-20200102-7-323'',''466902''
''VASOS PLAMOSA BLAN'',''20-20191129-4-190'',''740827''
''MD 20/20 ORANGE J'',''90-20200228-4-550'',''414949''
''Galleta POZUELO'',''123-20191118-8-385'',''528218''
''KETCHUP BBQ 397G'',''20-20191129-4-190'',''740827''
''NESTLE QUESO 15GR'',''193-20191002-7-183'',''429188''
''SALSA TOM POL113G'',''50-20191025-5-254'',''425047''
''CONSOME CAMAR 10GR'',''78-20191204-9-137'',''702764''
''CONSOME CAMAR 10GR'',''78-20200217-9-108'',''702764''
''HELADO RON C/PA'',''20-20191016-3-266'',''740827''
''UNICO P/HIG/4UN'',''108-20200319-20-65'',''985035''
''UNICO P/HIG/2UN'',''108-20200305-17-89'',''985035''
''UNICO P/HIG/2UN'',''90-20200308-5-136'',''414949''
''UNICO P/HIG/2UN'',''108-20200206-12-79'',''985035''
''P.H. UNICO 2PL 24/'',''50-20191025-5-254'',''425047''
''TENDER BLCO 2UN'',''123-20200112-7-328'',''528218''
''TENDER BLCO 2UN'',''123-20191101-5-146'',''528218''
''TENDER BLCO 2UN'',''123-20191118-8-385'',''528218''
''SQUIRT SODA 60ML'',''50-20200125-2-304'',''422110''
''MALTA 1LT'',''169-20191126-2-431'',''519849''
''MALTA 1LT'',''78-20191111-7-205'',''702764''
''MALTA 1LT'',''78-20191215-11-99'',''702764''
''CERVEZA MILLER'',''50-20200223-6-139'',''422110''
''ATLAS GOLD LIGHT'',''123-20200215-12-38'',''528218''
''Pack 11 Mas 1 Balb'',''50-20191223-2-324'',''422110''
''FABULOSO LAVANDA B'',''108-20200319-20-65'',''985035''
''FABULOSO LAVANDA B'',''50-20200327-6-127'',''419987''
''FABULOSO LAVANDA B'',''108-20200121-6-107'',''985035''
''AXION LIM DE 600GR'',''50-20200224-10-295'',''419987''
''AXION LIM DE 600GR'',''50-20191026-10-389'',''419987''
''PROTEX FRESH JABON'',''123-20191221-6-117'',''528218''
''MUSLO'',''108-20200325-9-47'',''985035''
''MUSLO'',''108-20200319-20-65'',''985035''
''COLOR SILK 45 4BR'',''78-20200308-6-30'',''702764''
''RICA/CREMA ATOL'',''104-20200316-10-76'',''519849''
''BIMBO SANISSIMO TO'',''90-20200228-4-550'',''414949''
''DADDY RAYS STRAMB'',''106-20200121-7-30'',''1226904''
''CEBOLLINA CERR/PUN'',''78-20200119-9-5'',''702764''
''MONDAISA TE/ADELG'',''108-20191118-18-86'',''547897''
''ROMA LASAGNA 24/30'',''106-20200320-5-149'',''1502878''
''ROMA LASAGNA 24/30'',''104-20200316-10-76'',''519849''
''PANCAKE GM 1LB'',''108-20200314-18-221'',''547897''
''HOJALDR EMPAN350GR'',''123-20200111-8-31'',''528218''
''HOJALDR EMPAN350GR'',''104-20200104-11-114'',''528218''
''HOJALDR EMPAN350GR'',''123-20191202-10-303'',''528218''
''HOJALDR EMPAN350GR'',''123-20191114-11-150'',''528218''
''HOJALDR EMPAN350GR'',''123-20191109-14-84'',''528218''
''HOJALDR EMPAN350GR'',''123-20191101-5-146'',''528218''
''HOJALDR EMPAN350GR'',''123-20191028-11-57'',''528218''
''SALCHICHA'',''108-20200128-6-121'',''547897''
''QUESO MOZZARELLA I'',''108-20200206-12-79'',''985035''
''QUESO MOZZARELLA I'',''54-20200223-3-454'',''413808''
''QUESO MOZZARELLA I'',''108-20200220-15-137'',''985035''
''Cebolla Amarll Nac'',''50-20200322-17-140'',''419987''
''Cebolla Amarll Nac'',''104-20200316-10-76'',''519849''
''RECAO VERDE'',''78-20200201-11-74'',''702764''
''RECAO VERDE'',''78-20200217-9-108'',''702764''
''RECAO VERDE'',''78-20191117-16-61'',''702764''
''RECAO VERDE'',''20-20191223-5-230'',''740827''
''RECAO VERDE'',''31-20191103-4-180'',''985035''
''HOJAS DE MOSTAZA'',''106-20200320-5-149'',''1502878''
''NAME DIAMANTE'',''108-20200314-18-221'',''547897''
''NAME DIAMANTE'',''78-20200304-7-265'',''702764''
''GENGIBRE'',''78-20191211-8-96'',''702764''
''REPOLLO'',''123-20200215-12-38'',''528218''
''REPOLLO'',''78-20200201-11-74'',''702764''
''REPOLLO'',''108-20200116-18-381'',''547897''
''REPOLLO'',''108-20191223-2-303'',''547897''
''REPOLLO'',''78-20191215-11-99'',''702764''
''REPOLLO'',''20-20191001-3-269'',''740827''
''REMOLACHA'',''20-20200122-3-168'',''740827''
''REMOLACHA'',''123-20200123-12-172'',''1226904''
''REMOLACHA'',''20-20191101-3-210'',''740827''
''REMOLACHA'',''20-20191016-3-266'',''740827''
''NAME BABOSO'',''104-20200125-9-312'',''519849''
''NAME BABOSO'',''290-20191120-7-315'',''413808''
''NAME BABOSO'',''78-20191014-8-91'',''702764''
''PIMENTON LARGO'',''50-20200322-17-140'',''419987''
''PIMENTON LARGO'',''78-20200210-8-52'',''702764''
''PIMENTON LARGO'',''104-20191120-14-7'',''519849''
''PIMENTON LARGO'',''78-20191117-16-61'',''702764''
''PIMENTON LARGO'',''50-20191012-3-622'',''425047''
''UVA RED GLOBE'',''50-20200322-17-140'',''419987''
''UVA RED GLOBE'',''50-20200307-9-201'',''419987''
''UVA RED GLOBE'',''78-20191027-11-40'',''702764''
''UVA RED GLOBE'',''20-20191223-5-230'',''740827''
''Berenjena'',''50-20191103-9-141'',''419987''
''QUESO BLANCO SEMI'',''123-20200227-8-108'',''1226904''
''PAP DULC-CAM 40L'',''78-20200321-7-13'',''702764''
''PAP DULC-CAM 40L'',''78-20191117-16-61'',''702764''
''AGUACATE  IMPORT'',''123-20200227-8-108'',''1226904''
''MANZANA GALA'',''20-20200310-3-208'',''740827''
''MANZANA GALA'',''123-20191027-14-13'',''528218''
''MANZANA GALA'',''78-20191117-16-61'',''702764''
''MANZANA GALA'',''50-20191019-8-489'',''419987''
''PERA VERDE'',''20-20191220-7-57'',''740827''
''PERA VERDE'',''104-20191230-11-223'',''519849''
''PERA VERDE'',''20-20191218-8-6'',''740827''
''PERA VERDE'',''50-20191201-7-272'',''419987''
''PERA VERDE'',''50-20191124-9-328'',''419987''
''PERA VERDE'',''50-20191013-14-161'',''419987''
''PERA VERDE'',''20-20191117-5-132'',''740827''
''SOPERA COSECHA'',''123-20200208-14-93'',''1226904''
''REP MORA COSECH'',''290-20191119-9-118'',''413808''
''Ques Cremos 120 Re'',''108-20191002-9-106'',''547897''
''CARNE MOLIDA ESPE'',''78-20191027-11-40'',''702764''
''MAIZ COSECHA'',''290-20191126-9-167'',''413808''
''MAIZ COSECHA'',''78-20191215-11-99'',''702764''
''NIVEA DESMA/P.SEC'',''106-20200301-14-79'',''1502878''
''ABRASIVO 3PK DELG'',''108-20200319-20-65'',''985035''
''TULIP JAM/CER/340G'',''123-20200208-14-93'',''1226904''
''Maiz XTRA 226gr'',''123-20200227-8-108'',''1226904''
''Vegetales Mixtos X'',''20-20200106-4-2'',''740827''
''LLAVE DE CHORRO'',''193-20191211-10-70'',''429188''
''DELINEADOR DE OJO'',''20-20191220-7-57'',''740827''
''DAROSA ESM AQ C'',''123-20191221-6-117'',''528218''
''TE FRIO LIMON460GR'',''78-20191221-9-155'',''702764''
''TE FRIO LIMON460GR'',''78-20191027-11-40'',''702764''
''TE FRIO MELOCOTON'',''78-20200321-7-13'',''702764''
''TE FRIO MELOCOTON'',''78-20200210-8-52'',''702764''
''TE FRIO MELOCOTON'',''78-20200201-11-74'',''702764''
''Salsa Nat UNILEVE'',''193-20200316-14-47'',''429188''
''Sals Nat UNILEVER'',''108-20200325-9-47'',''985035''
''KNORR SOPA GAL CRI'',''50-20191013-14-161'',''419987''
''CLOROX REG/64OZ'',''193-20191002-7-183'',''429188''
''TOSTY BOLIT/QUES'',''108-20191231-13-252'',''547897''
''QUES CREM TAZ'',''123-20191110-3-342'',''466902''
''NATILLA LA GRANJA'',''123-20200208-14-93'',''1226904''
''DELIGURT BAT FRUTA'',''108-20200331-6-125'',''547897''
''VALLE FRESH 3 LT'',''123-20200305-8-72'',''528218''
''VALLE FRESH 3 LT'',''123-20191118-8-385'',''528218''
''VALLE FRESH 3 LT'',''54-20191202-7-200'',''413808''
''SABA ECONOMICA C'',''50-20200301-11-427'',''626477''
''Bebida Isoton/DEPO'',''108-20191220-16-277'',''985035''
''CARTUCHERA 23X1'',''20-20200304-5-94'',''740827''
''CAFE INST GRANU50G'',''123-20200127-10-197'',''528218''
''CAFE INST GRANU50G'',''123-20200222-10-230'',''528218''
''CAFE INST GRANU50G'',''123-20200214-12-199'',''528218''
''TE CANELA 20UN'',''103-20200301-8-107'',''404777''
''TE CANELA 20UN'',''169-20191026-2-288'',''519849''
''SOPA DE POLLO F'',''50-20200327-2-69'',''422110''
''PRACTI PACK BLUE R'',''193-20191002-7-183'',''429188''
''Sazonador de pol'',''193-20191222-3-240'',''429188''
''Canela Molida LA'',''50-20191126-2-398'',''425047''
''Comino LA DONA 1'',''50-20191126-2-398'',''425047''
''Caldo de Pollo L'',''54-20200223-3-454'',''413808''
''Oregano Molido L'',''104-20191230-11-224'',''519849''
''AJO EN POLVO 10GR'',''108-20200301-16-229'',''547897''
''LA DO?A PIMIENT10G'',''104-20200316-10-76'',''519849''
''LA DO?A PIMIENT10G'',''78-20200120-11-197'',''702764''
''LA DO?A PIMIENT10G'',''104-20200101-9-79'',''519849''
''CANELA RAJA 15GR'',''103-20200301-8-107'',''404777''
''CANELA RAJA 15GR'',''78-20200210-8-52'',''702764''
''Aji Chombo LA DO'',''20-20191129-4-190'',''740827''
''Sopita LA DONA 8'',''108-20200331-6-125'',''547897''
''Sopita LA DONA 8'',''108-20200314-18-221'',''547897''
''LA DO?A MAYO 200G'',''78-20191204-9-137'',''702764''
''LA DO?A MAYO 200G'',''78-20200217-9-108'',''702764''
''LA DO?A MAYO 200G'',''123-20200114-8-46'',''528218''
''LA DO?A MAYO 200G'',''123-20191221-6-117'',''528218''
''LA DO?A MAYO 200G'',''123-20200120-10-668'',''528218''
''LA DO?A MAYO 200G'',''123-20191109-14-84'',''528218''
''LA DO?A MAYO 200G'',''123-20191026-7-206'',''528218''
''LA DO?A MAYO 200G'',''123-20191002-14-186'',''528218''
''Pasta/tomate PRI'',''78-20200210-8-52'',''702764''
''Pasta/tomate PRI'',''78-20200217-9-108'',''702764''
''Pasta/tomate PRI'',''20-20191218-8-6'',''740827''
''Pasta/tomate PRI'',''78-20191003-7-55'',''702764''
''Pasta/tomate PRI'',''20-20191016-3-266'',''740827''
''LA DONA CAMARON 50'',''20-20191206-2-76'',''740827''
''Sal de ajo LA D'',''108-20200121-6-107'',''985035''
''HUEVO MED 1DOC'',''20-20200310-3-208'',''740827''
''HUEVO MED 1DOC'',''193-20200316-14-47'',''429188''
''HUEVO MED 1DOC'',''20-20200229-3-140'',''740827''
''HUEVO MED 1DOC'',''20-20191223-5-230'',''740827''
''VINAGR BLANCO 16OZ'',''108-20191220-16-277'',''985035''
''VINAGR BLANCO 16OZ'',''104-20191129-14-71'',''519849''
''VINAGR BLANCO 16OZ'',''78-20191013-12-28'',''702764''
''Salsa PROLUXSA 10'',''106-20200320-5-149'',''1502878''
''VAINILLA 16OZ'',''50-20200330-2-74'',''422110''
''VAINILLA 16OZ'',''50-20200123-1-403'',''422110''
''VAINILLA 16OZ'',''50-20200221-2-195'',''422110''
''PINOLUX DESINFECT'',''108-20200322-11-78'',''547897''
''PINOLUX DESINFECT'',''108-20200311-4-237'',''547897''
''Palitroquis RIMITH'',''50-20191209-8-553'',''419987''
''COSTILLA DE RES RE'',''290-20191113-14-150'',''413808''
''COSTILLA DE RES RE'',''108-20191220-16-277'',''985035''
''ROSCA DE HUEVO'',''104-20191230-11-224'',''519849''
''POROTOS ROJO XTRA'',''108-20200325-9-47'',''985035''
''POROTOS ROJO XTRA'',''50-20200327-6-127'',''419987''
''POROTOS ROJO XTRA'',''108-20200305-17-89'',''985035''
''POROTOS ROJO XTRA'',''108-20200206-12-79'',''985035''
''POROTO ROJO GRANJA'',''78-20191117-16-61'',''702764''
''ARVEJA VERDE EXTRA'',''20-20200316-7-120'',''740827''
''POROTOS ROJOS P. A'',''50-20191006-10-452'',''419987''
''PAN PULLMAN SPECIA'',''108-20200331-6-125'',''547897''
''PAN PULLMAN SPECIA'',''123-20200324-3-144'',''528218''
''PAN PULLMAN SPECIA'',''108-20200128-6-121'',''547897''
''PAN PULLMAN SPECIA'',''390-20200223-3-456'',''547897''
''PAN PULLMAN SPECIA'',''78-20200308-6-30'',''702764''
''PAN PULLMAN SPECIA'',''123-20200318-10-111'',''528218''
''PAN PULLMAN SPECIA'',''78-20200304-7-265'',''702764''
''PAN PULLMAN SPECIA'',''20-20200304-5-93'',''740827''
''PAN PULLMAN SPECIA'',''123-20200206-12-117'',''528218''
''PAN PULLMAN SPECIA'',''78-20200210-8-52'',''702764''
''PAN PULLMAN SPECIA'',''78-20200201-11-74'',''702764''
''PAN PULLMAN SPECIA'',''78-20200222-7-303'',''702764''
''PAN PULLMAN SPECIA'',''108-20191202-18-404'',''547897''
''PAN PULLMAN SPECIA'',''78-20200112-11-63'',''702764''
''PAN PULLMAN SPECIA'',''78-20200119-9-5'',''702764''
''PAN PULLMAN SPECIA'',''20-20200217-3-191'',''740827''
''PAN PULLMAN SPECIA'',''108-20191002-9-106'',''547897''
''PAN PULLMAN SPECIA'',''20-20191216-9-29'',''740827''
''PAN PULLMAN SPECIA'',''78-20191022-12-31'',''702764''
''XTRA ARROZ 5LB'',''108-20191118-18-83'',''985035''
''TORTILLAS'',''50-20191101-46-31'',''429188''
''CUCHARAS SOPERAS'',''123-20191019-7-267'',''528218''
''COCO'',''50-20191115-5-572'',''422110''
''COCO'',''50-20191105-1-391'',''422110''
''Desod Barra AXE 50'',''108-20191219-8-148'',''547897''
''KIST FRESA 2LT'',''123-20200112-7-328'',''528218''
''KIST FRESA 2LT'',''123-20191017-10-129'',''528218''
''KIST FRESA 2LT'',''123-20191011-11-167'',''528218''
